行政區別,KMT-votes,KMT-ratio,DPP-votes,DPP-ratio,Other-votes,Other-ratio,sum
西區,38030,52.80 ,33994,47.20 ,0,0.00 ,72024
東區,36756,56.65 ,28128,43.35 ,0,0.00 ,64884
候選人,黃敏惠,陳麗貞,,,,,
當選人,黃敏惠,國民黨,,,,,
