行政區別,KMT-votes,KMT-ratio,DPP-votes,DPP-ratio,Other-votes,Other-ratio,sum
金沙鎮,0,0.00,0,0.00,5423,100.00,5423
金城鎮,0,0.00,0,0.00,10485,100.00,10485
金湖鎮,0,0.00,0,0.00,7105,100.00,7105
金寧鄉,0,0.00,0,0.00,5810,100.00,5810
烈嶼鄉,0,0.00,0,0.00,2849,100.00,2849
烏坵鄉,0,0.00,0,0.00,309,100.00,309
候選人,（無）,（無）,,,,,
當選人,李炷烽,新黨,,,,,
