行政區別,KMT-votes,KMT-ratio,DPP-votes,DPP-ratio,Other-votes,Other-ratio,sum
北區,"31,178",53.8,"26,076",45,697,1.2,"57,951"
東區,"44,206",58.28,"30,732",40.52,907,1.2,"75,845"
香山區,"15,196",54.42,"12,357",44.26,368,1.32,"27,921"
候選人,林政則,蔡仁堅,,,,,
當選人,林政則,國民黨,,,,,
